555400 0.42365
1013500	0.4237
1471600	0.42371
1929700	0.42371
2387800	0.42371
2845900	0.42376
3304000	0.42414
3762100	0.42473
4220200	0.42599
4678300	0.42916
5136400	0.43597
5594500	0.46146
6052600	0.47921
6510700	0.49052
6968800	0.51074
7426900	0.5288
7885000	0.53826
8343100	0.55909
8801200	0.99926
9259300	1
