773910 0.17143
1137500	0.18571
1501100	0.18571
1864700	0.2
2228300	0.22857
2591900	0.3
2955500	0.35714
3319100	0.4
3682700	0.5
4046300	0.5
4409900	0.6
4773600	0.71429
5137200	0.77143
5500800	0.82857
5864400	0.85714
6228000	0.85714
6591600	0.94286
6955200	0.97143
7318800	0.97143
7682400	1
